Placement,Placement url,Type,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate
"Mobile App: Music Video Maker: Photo Slideshow (Google Play), by Music video maker",https://play.google.com/store/apps/details?id=com.musicvideomaker.slideshow,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: pattern lock screen (Google Play), by 302 Lock Screen",https://play.google.com/store/apps/details?id=com.lockscreen302.pattern,Mobile application,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Wood Block Puzzle Classic (iTunes App Store), by Play Infinity Co., Ltd.",https://itunes.apple.com/us/app/id1341190782,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: All Video Downloader (Google Play), by Best Video Downloader & Music Downloader",https://play.google.com/store/apps/details?id=com.download.free.videodownloader,Mobile application,2,6,33.33%,USD,0.02,0.04,0.00,0.00,0.00%
"Mobile App: Light-It Up (Google Play), by Crazy Labs by TabTale",https://play.google.com/store/apps/details?id=com.crazylabs.light.it.up,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Bridge Base Online (iTunes App Store), by Bridge Base Online, Ltd.",https://itunes.apple.com/us/app/id529258853,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Fonts Script for FlipFont Free (Google Play), by Free Font Themes",https://play.google.com/store/apps/details?id=com.monotype.android.font.theme.script1,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: One Booster - Antivirus, Booster, Phone Cleaner (Google Play), by One Dot Moblie Limited",https://play.google.com/store/apps/details?id=com.cleanteam.oneboost,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: LovePhoto - Love Frame, Collage, Card, PIP Editor (Google Play), by CreativeJoy",https://play.google.com/store/apps/details?id=com.creativejoy.loveframe,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Street Flight : The Best Racing Game (Google Play), by Your Free Fun Game",https://play.google.com/store/apps/details?id=com.racing.street.flight.best.free,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Hunter Assassin (Google Play), by Ruby Game Studio",https://play.google.com/store/apps/details?id=com.rubygames.assassin,Mobile application,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Block Puzzle: Star Gem (Google Play), by BitMango",https://play.google.com/store/apps/details?id=com.bitmango.go.blockpuzzlejewelhexamaster,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Jigsaw Block (Google Play), by heidoggame",https://play.google.com/store/apps/details?id=com.slide.jigsaw.blackflydog,Mobile application,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Trigon : Triangle Block Puzzle Game (Google Play), by IEC Global Pty Ltd",https://play.google.com/store/apps/details?id=com.DTA.trigon,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Party Wear Sarees With Women Photo Editor (Google Play), by Munwar Apps",https://play.google.com/store/apps/details?id=com.munwarapps.partywearsareeswithwomenphotoeditor,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Anger of Stick 5 : zombie (iTunes App Store), by NESM Co.,Ltd.",https://itunes.apple.com/us/app/id1104988192,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
mobileapp::2-com.patoplayer.patoplayer,https://play.google.com/store/apps/details?id=com.patoplayer.patoplayer,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Jagbani (iTunes App Store), by Hind Samachar Ltd",https://itunes.apple.com/us/app/id538323711,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Screen Recorder & Video Recorder - XRecorder (Google Play), by InShot Inc.",https://play.google.com/store/apps/details?id=videoeditor.videorecorder.screenrecorder,Mobile application,2,60,3.33%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Lep's World 🍀 (Google Play), by nerByte GmbH",https://play.google.com/store/apps/details?id=at.nerbrothers.SuperJump,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Wallpapers 2020 (Google Play), by Nick Suthar",https://play.google.com/store/apps/details?id=com.ksmobile.launcher.theme.neonlife,Mobile application,0,15,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Automatic Call Recorder - Free call recorder app (Google Play), by Automatic Call Recorder & Caller ID",https://play.google.com/store/apps/details?id=recording.phone.call.auto.recorder,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Notebloc: Scanner App - Scan, save & share as PDF (Google Play), by Notebloc",https://play.google.com/store/apps/details?id=com.notebloc.app,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Solitaire Infinite - Classic Solitaire Card Game! (Google Play), by Random Logic Games, LLC",https://play.google.com/store/apps/details?id=com.randomlogicgames.solitaireinfinite,Mobile application,1,43,2.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Bubble Shooter ™ (Google Play), by Ilyon",https://play.google.com/store/apps/details?id=bubbleshooter.android,Mobile application,3,105,2.86%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: English Bangla Dictionary (Google Play), by INNOVATIVE-SOFTWARE",https://play.google.com/store/apps/details?id=com.hdictionary.bn,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Candy Legend (Google Play), by Candy Factory Game",https://play.google.com/store/apps/details?id=com.candylegend.legend,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: IndiaTV News (Google Play), by IndiaTV",https://play.google.com/store/apps/details?id=com.indiatv.livetv,Mobile application,2,7,28.57%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Sweet Fruit Candy (Google Play), by Juice Candy",https://play.google.com/store/apps/details?id=com.sweetfuirt.candy,Mobile application,0,21,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Fast Scanner : Free PDF Scan (Google Play), by CoolMobileSolution",https://play.google.com/store/apps/details?id=com.coolmobilesolution.fastscannerfree,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: US Army Off-road Truck Driver 3D (Google Play), by Vine Gamers Inc.",https://play.google.com/store/apps/details?id=com.vg.drive.army.offroad.mountain.truck,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Sakura Floral Keyboard Theme (Google Play), by New 2020 Themes for Emoji keyboard",https://play.google.com/store/apps/details?id=com.ikeyboard.theme.sakura.floral,Mobile application,2,3,66.67%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Stock Chart, Screener, Trading - MCX NSE Market (Google Play), by Market Pulse Technologies Pvt. Ltd.",https://play.google.com/store/apps/details?id=in.marketpulse,Mobile application,3,304,0.99%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Aaj Tak Live TV News - Latest Hindi India News App (Google Play), by TV Today Network Limited",https://play.google.com/store/apps/details?id=in.AajTak.headlines,Mobile application,5,113,4.42%,USD,0.01,0.05,0.00,0.00,0.00%
"Mobile App: Fruit Cut Game - fruit splash (iTunes App Store), by RenCai Zhang",https://itunes.apple.com/us/app/id976975717,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
mingle2.com,http://mingle2.com,Site,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Poly Craft - Match Animal (Google Play), by Spearmint Games",https://play.google.com/store/apps/details?id=games.spearmint.matchinggame,Mobile application,0,29,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Unknown Free Fire Battleground Epic Survival 2020 (Google Play), by Epic Squad Firing Games",https://play.google.com/store/apps/details?id=com.funcraftstudios.fire.force.battleground.survival,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Transparent Screen & Live Wallpaper (Google Play), by Mobi Softech",https://play.google.com/store/apps/details?id=com.Transparent.Screen.Live.Wallpaper,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Solitaire – Classic Klondike (iTunes App Store), by EASYBRAIN LTD",https://itunes.apple.com/us/app/id1190849728,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Video Call Recorder for WhatsApp 2020 (Google Play), by Downloading",https://play.google.com/store/apps/details?id=com.appcorner.videocallrecorder,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Hanuman Chalisa:हनुमान चालीसा and आरती with Audio (Google Play), by Supernova App Dev.",https://play.google.com/store/apps/details?id=com.SupernovaDevApp.hanumanchalisa,Mobile application,2,2,100.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Falling Puzzle (Google Play), by Sweetener",https://play.google.com/store/apps/details?id=com.game.fallingpuzzle,Mobile application,1,7,14.29%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Krishna Ringtones (Google Play), by NTMobile",https://play.google.com/store/apps/details?id=com.ntmobile.krishnaringtones,Mobile application,3,4,75.00%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Screen Lock - Off and lock with ease (Google Play), by Prahallad",https://play.google.com/store/apps/details?id=com.iglint.android.screenlock,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Coin Rush! (Google Play), by Crazy Labs by TabTale",https://play.google.com/store/apps/details?id=com.crazylabs.coin.rush,Mobile application,0,13,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: New Sniper Shooter: Free offline 3D shooting games (Google Play), by The Knights Pvt Ltd",https://play.google.com/store/apps/details?id=com.lf.sniper.gun.shooter.free.apps,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Music Video Maker: Slideshow (Google Play), by Video Note LLC",https://play.google.com/store/apps/details?id=com.zenjoy.slideshow,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Dominoes - Classic Edition (iTunes App Store), by Loop Games",https://itunes.apple.com/us/app/id1434957889,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Area Calculator For Land Gps Measurement (Google Play), by Mobi Pixler Studio",https://play.google.com/store/apps/details?id=pixler.gps.area.measurement,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
thefitnessflat.com,http://thefitnessflat.com,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Indian Wedding Love with Arrange Marriage Part - 2 (Google Play), by Royal King Games LLC",https://play.google.com/store/apps/details?id=com.royalking.lovewitharrangetwo,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Brain Test 2: Tricky Stories (Google Play), by Unico Studio",https://play.google.com/store/apps/details?id=com.unicostudio.braintest2new,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
mobileapp::2-com.android.browser,https://play.google.com/store/apps/details?id=com.android.browser,Mobile application,3,32,9.38%,USD,0.01,0.03,0.00,0.00,0.00%
